"name","yrnom","posit","recess","success","id","analu","seatid","spaethid","zukid","birdate","biryear","birthcit","birthst","childcit","childst","childsur","famses","famjud","nomrelig","natorig","race","gender","mothname","fathname","fathoccu","fathpol","fathpoln","undsch","undsta","unddat","undschn","gradsch","gradsta","graddat","gradschn","lawsch","lawsta","lawdat","lawschn","read","readst","readyr","readn","marryn","spouse","marryr","child","militbr","milityr1","milityr2","militran","militwar","clerkj","clerkyr1","clerkyr2","barst1","baryr1","barst2","baryr2","barst3","baryr3","privtyp1","privst1","privyrf1","privyrl1","privtyp2","privst2","privyrf2","privyrl2","schname1","schrank1","schyrf1","schyrl1","schname2","schrank2","schyrf2","schyrl2","schn","schcon","sttrist","sttriyr1","sttriyr2","stapst","stapyr1","stapyr2","stsupst","stsupyr1","stsupyr2","feddist","feddi","feddiyr1","feddiyr2","fedca","fedcayr1","fedcayr2","usasat","usasat1","usasat2","usat","usat1","usat2","ussgo1","ussgo2","ussg1","ussg2","usago1","usago2","usag1","usag2","uscab","uscab1","uscab2","ussec","ussec1","ussec2","usage","usage1","usage2","usagh","usagh1","usagh2","uspres1","uspres2","ushr1","ushryrf1","ushryrl1","ushr2","ushryrf2","ushryrl2","ussn1","ussnyrf1","ussnyrl1","ussn2","ussnyrf2","ussnyrl2","conconv","concong","concong1","concong2","artcon","artcon1","artcon2","artconsp","citat","citat1","citat2","cdep","cdep1","cdep2","cdis","cdis1","cdis2","saag","saag1","saag2","stag","stag1","stag2","ltgov","ltgov1","ltgov2","gov","gov1","gov2","stcab","stcab1","stcab2","mayor","mayor1","mayor2","stsenate","stsen1","stsen2","sthouse","sthse1","sthse2","ctycl","ctycl1","ctycl2","commsn","commsn1","commsn2","datenom","datesen","judnom","usjnom","stjnom","prsznom","prstnom","prposnom","prschnom","govatnom","uslenom","uslesnom","stlenom","stlesnom","stexpnom","stexsnom","usexnom","yrposnom","agenom","stnom","parnom","prparnom","prdssr","presname","prespart","nompres","socpres","econpres","congress","senparty","nomsen","ideo","mednmq1","medmq1","mednmq2","medmq2","qual","abarate","abavote","heardate","heardays","comdvote","comvote","intpro","intanti","sendate","senact","sensupp","senopp","serve","withdraw","dateserb","npart","nops","judgment","ndis","nconr","ncons","percrim","ncrim","percr","ncr","perfir","nfir","perunn","nunn","perecon","necon","perfed","nfed","perftax","nftax","datesere","agedep","reasdep","postdep","scssr","deathd","deathcit","deathst","deathag"
"Brennan, William Joseph, Jr.",1957,1,0,1,142,2,"04.22",92,"888","04/25/1906",1906,256,30,256,30,5,3,0,13,15,0,0,"McDermott, Agnes","Brennan, William J.",18,12,1,84,2,1928,1,888,888,888,888,47,2,1931,1,"888. NOMINEE DID NOT READ LAW",888,888,888,2,"Fowler, Mary",1983,3,1,1942,1946,3,6,888,888,888,30,1931,888,888,888,888,4,30,1931,1942,4,30,1945,1949,888,888,888,888,888,888,888,888,888,888,30,1949,1950,30,1950,1952,30,1952,1956,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"01/14/1957","01/14/1957",9,1,888,888,888,888,888,888,888,888,888,888,888,888,888,1,50,30,1,888,"Minton, Sherman",34,6,0.293000012636185,36.9000015258789,38.7999992370605,85,1,0.0390000008046627,1,111,0.58899998664856,120,0.215000003576279,1,1,1,"02/26/1957",2,"03/04/1957",2,0,0,"03/19/1957",1,666,666,1,"888. NOMINATION NOT WITHDRAWN","03/22/1957",4032,429,24,441,105,138,0.762285709381104,875,0.825284123420715,704,0.845333278179169,375,0.65765768289566,222,0.697530925273895,810,0.66292130947113,178,0.703488409519196,172,"07/20/1990",84,1,777,"Souter, David H.","07/24/1997",387,46,91
"Whittaker, Charles Evans",1957,1,0,1,143,1,"07.13",93,"08.03.05","02/22/1901",1901,105,16,105,16,1,2,0,9,4,0,0,"Miller, Ida","Whittaker, Charles",13,888,888,888,888,888,888,888,888,888,888,57,2,1924,1,"888. NOMINEE DID NOT READ LAW",888,888,888,1,"Pugh, Winifred R.",1928,3,888,888,888,888,888,888,888,888,25,1923,888,888,888,888,4,25,1923,1954,777,777,777,777,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,25,4,1954,1956,8,1956,1957,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"03/02/1957","03/02/1957",3,9,888,888,888,888,888,888,888,888,888,888,888,888,888,1,56,25,6,888,"Reed, Stanley Forman",34,6,0.293000012636185,36.9000015258789,38.7999992370605,85,1,0.0390000008046627,0.5,111,0.58899998664856,120,0.215000003576279,1,1,1,"03/18/1957",1,"03/18/1957",2,0,0,"03/19/1957",1,666,666,1,"888. NOMINATION NOT WITHDRAWN","03/25/1957",472,42,0,47,6,12,0.397959202528,98,0.441860496997833,43,0.365384608507156,52,0.405405402183533,37,0.3359375,128,0.523809492588043,21,0.631578922271729,38,"03/31/1962",61,2,777,"White, Byron Raymond","11/26/1973",225,25,72
"Stewart, Potter",1958,1,1,888,144,1,"09.16",94,"06.04.02","01/23/1915",1915,200,22,308,35,5,5,1,6,4,0,0,"Potter, Harriet  L.","Stewart, James G.",20,2,2,117,2,1937,1,17,1,1938,1,117,2,1941,1,"888. NOMINEE DID NOT READ LAW",888,888,888,1,"Bertles, Mary Ann",1943,3,13,1942,1945,8,6,888,888,888,35,1942,32,1942,888,888,4,32,1941,1942,4,35,1947,1954,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,6,1954,1958,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,308,1950,1953,888,888,888,"10/14/1958","RECESS APPT",3,7,888,888,888,888,888,888,888,888,888,888,888,888,888,4,43,35,6,888,"Burton, Harold Hitz",34,6,0.293000012636185,36.9000015258789,38.7999992370605,86,1,-0.150000005960464,777,120,0.648999989032745,120,0.690999984741211,777,777,777,"777. RECESS APPOINTMENT",777,"777. RECESS APPOINTMENT",777,777,777,"777. RECESS APPT",777,777,777,777,"777. RECESS APPOINTMENT","10/14/1958",2559,304,10,215,65,97,0.448832988739014,557,0.483940005302429,467,0.629629611968994,243,0.573248386383057,157,0.44952380657196,525,0.56521737575531,92,0.663793087005615,116,"05/15/1959",44,13,9,"666. RECESS APPOINTEE REPLACED HIMSELF","12/07/1985",239,29,70
"Stewart, Potter",1959,1,0,1,145,2,"09.17",94,"06.04.02","01/23/1915",1915,200,22,308,35,5,5,1,6,4,0,0,"Potter, Harriet  L.","Stewart, James G.",20,2,2,117,2,1937,1,17,1,1938,1,117,2,1941,1,"888. NOMINEE DID NOT READ LAW",888,888,888,1,"Bertles, Mary Ann",1943,3,13,1942,1945,8,6,888,888,888,35,1942,32,1942,888,888,4,32,1941,1942,4,35,1947,1954,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,6,1954,1958,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,308,1950,1953,888,888,888,"01/17/1959","01/17/1959",9,1,888,888,888,888,888,888,888,888,888,888,888,888,888,1,43,35,6,888,"Burton, Harold Hitz",34,6,0.293000012636185,36.9000015258789,38.7999992370605,86,1,-0.150000005960464,0.75,120,0.648999989032745,120,0.690999984741211,1,2,2,"04/09/1950",2,"04/20/1959",2,0,0,"05/05/1959",2,70,17,1,"888. NOMINATION NOT WITHDRAWN","05/15/1959",2559,304,10,215,65,97,0.448832988739014,557,0.483940005302429,467,0.629629611968994,243,0.573248386383057,157,0.44952380657196,525,0.56521737575531,92,0.663793087005615,116,"07/03/1981",66,9,777,"O'Connor, Sandra Day","12/07/1985",239,29,70
"White, Byron Raymond",1962,1,0,1,146,1,"07.14",95,"888","06/08/1917",1917,29,6,30,6,3,3,0,6,4,0,0,"Burger, Maude","White, Alpha A.",22,2,1,23,2,1938,1,78,4,1939,1,117,2,1946,1,"888. NOMINEE DID NOT READ LAW",888,888,888,1,"Stearns, Marion",1946,2,13,1942,1946,8,6,5,1946,1947,6,1947,888,888,888,888,4,6,1947,1961,777,777,777,777,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,1961,1962,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"04/03/1962","04/03/1962",888,888,888,888,888,888,888,2,888,888,888,888,888,888,888,1,44,6,1,888,"Whittaker, Charles Evans",35,1,-0.49099999666214,66.4000015258789,65.4000015258789,87,1,-0.142000004649162,0.5,126,0.470999985933304,127,0.00600000005215406,0.5,2,1,"04/11/1962",1,"04/11/1962",2,2,0,"04/11/1962",1,666,666,1,"888. NOMINATION NOT WITHDRAWN","04/16/1962",3800,456,19,286,95,137,0.329369813203812,841,0.552407920360565,706,0.392215609550476,334,0.626315772533417,190,0.593361020088196,723,0.668604671955109,172,0.846715271472931,137,"06/28/1993",76,9,777,"Ginsburg, Ruth Bader","04/15/2002",28,6,84
"Goldberg, Arthur Joseph",1962,1,0,1,147,1,"03.16",96,"888","08/08/1908",1908,82,13,82,13,5,1,0,7,17,0,0,"Perlstein, Rebecca","Goldberg, Joseph",8,888,888,77,2,1929,3,888,888,888,888,77,2,1930,1,"888. NOMINEE DID NOT READ LAW",888,888,888,1,"Kurgans, Dorothy",1931,2,1,1942,1944,11,6,888,888,888,13,1929,888,888,888,888,4,13,1929,1933,4,51,1952,1961,56,5,1939,1942,56,5,1945,1948,2,1,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,12,1961,1962,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"08/31/1962","08/31/1962",888,888,888,888,888,888,888,888,888,888,888,888,888,888,7,1,54,13,1,888,"Frankfurter, Felix",35,1,-0.49099999666214,66.4000015258789,65.4000015258789,87,1,-0.142000004649162,0.75,126,0.470999985933304,127,0.00600000005215406,0.915000021457672,3,3,"09/11/1962",2,"09/25/1962",2,1,0,"09/25/1962",1,666,666,1,"888. NOMINATION NOT WITHDRAWN","10/01/1962",297,36,14,23,14,13,0.75,52,0.97959178686142,49,0.96153849363327,26,0.611111104488373,18,0.631578922271729,76,0.533333301544189,15,0.772727310657501,22,"07/25/1965",56,10,1,"Fortas, Abe","01/19/1990",55,51,81
"Fortas, Abe",1965,1,0,1,148,1,"03.17",97,"888","06/19/1910",1910,363,42,363,42,5,2,0,7,4,0,0,"Berson, Ray","Fortas, William",7,888,888,88,2,1930,1,888,888,888,888,117,2,1933,1,"888. NOMINEE DID NOT READ LAW",888,888,888,1,"Agger, Carolyn Eugenia",1935,0,888,888,888,888,888,888,888,888,7,1934,51,1945,888,888,4,51,1946,1965,777,777,777,777,117,1,1933,1937,117,7,1946,1947,2,1,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,10,1941,1946,888,888,888,19,1939,1940,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"07/28/1965","07/28/1965",888,888,888,4,51,888,888,888,888,888,888,888,888,888,888,19,55,42,1,888,"Goldberg, Arthur Joseph",36,1,-0.345999985933304,83.5,78.1999969482422,89,1,-0.203999996185303,1,124,-1.04299998283386,128,-0.703000009059906,1,3,3,"08/05/1965",1,"08/10/1965",2,0,0,"08/11/1965",1,666,666,1,"888. NOMINATION NOT WITHDRAWN","10/04/1965",345,38,2,33,9,13,0.814814805984497,81,0.821428596973419,56,0.794871807098389,39,0.600000023841858,20,0.722222208976746,72,0.642857074737549,14,0.466666698455811,15,"05/14/1969",58,11,777,"Blackmun, Harry Andrew","04/05/1982",55,51,71
"Marshall, Thurgood",1967,1,0,1,149,1,"06.14",98,"02.09.01","07/02/1908",1908,160,20,160,20,5,2,0,6,1,1,0,"Williams, Norma","Marshall, William",9,888,888,60,2,1930,1,888,888,888,888,50,2,1933,1,"888. NOMINEE DID NOT READ LAW",888,888,888,2,"Suyat, Cecilia",1955,2,888,888,888,888,888,888,888,888,20,1933,888,888,888,888,1,20,1933,1936,777,777,777,777,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,2,1961,1965,888,888,888,888,888,888,777,777,1965,1967,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"06/13/1967","06/13/1967",888,888,888,888,888,888,888,5,888,888,888,888,888,888,888,2,58,32,1,888,"Clark, Tom Campbell",36,1,-0.345999985933304,83.5,78.1999969482422,90,1,-0.179000005125999,1,109,-0.537999987602234,109,-0.421999990940094,0.834999978542328,3,3,"07/13/1967",5,"08/03/1967",2,0,1,"08/30/1967",2,69,11,1,"888. NOMINATION NOT WITHDRAWN","10/02/1967",2973,317,5,316,38,57,0.801169574260712,684,0.844559609889984,579,0.833962321281433,265,0.688888907432556,135,0.630111515522003,538,0.686440706253052,118,0.74193549156189,93,"10/01/1991",83,1,777,"Thomas, Clarence","01/24/1993",55,51,84
"Fortas, Abe",1968,0,0,0,150,2,"01.21",97,"888","06/19/1910",1910,363,42,363,42,5,2,0,7,4,0,0,"Berson, Ray","Fortas, William",7,888,888,88,2,1930,1,888,888,888,888,117,2,1933,1,"888. NOMINEE DID NOT READ LAW",888,888,888,1,"Agger, Carolyn Eugenia",1935,0,888,888,888,888,888,888,888,888,7,1934,51,1945,888,888,4,51,1946,1965,777,777,777,777,117,1,1933,1937,117,7,1946,1947,2,1,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,10,1941,1946,888,888,888,19,1939,1940,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"06/26/1968","06/26/1968",2,1,888,888,888,888,888,888,888,888,888,888,888,888,888,3,58,42,1,888,"Warren, Earl",36,1,-0.345999985933304,83.5,78.1999969482422,90,1,-0.179000005125999,0.845000028610229,109,-0.421999990940094,130,-1.11600005626678,0.634999990463257,3,3,"07/11/1968",11,"09/17/1968",2,7,4,"10/04/1968",4,45,43,4,"10/04/1968","888. NOT CONFIRMED OR DIDN'T SERVE",88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE",888,888,888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE","04/05/1982",55,51,71
"Thornberry, William Homer",1968,1,0,0,151,1,"03.18",888,"05.04.02","01/09/1909",1909,375,43,375,43,5,3,0,9,999,0,0,"Jones, Mary L.","Thornberry, William M.",41,888,888,98,2,1932,1,888,888,888,888,98,2,1936,1,"888. NOMINEE DID NOT READ LAW",888,888,888,2,"Harris, Marian",1990,3,13,1942,1946,10,6,888,888,888,43,1936,888,888,888,888,4,43,1936,1941,4,43,1946,1948,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,43,8,1963,1965,5,1965,1968,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,43,1949,1963,777,777,777,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,43,1941,1942,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,43,1936,1941,375,1946,1948,888,888,888,"06/26/1968","06/26/1968",3,6,888,888,888,888,888,888,888,888,888,888,888,888,888,3,59,43,1,888,"Fortas, Abe",36,1,-0.345999985933304,83.5,78.1999969482422,90,1,-0.179000005125999,888,109,-0.421999990940094,130,-1.11600005626678,888,3,1,"07/11/1968",11,"666. NO RECORD OF VOTE/ACT",666,888,888,"888. NO RECORD OF ACTION",888,888,888,4,"10/04/1968","888. NOT CONFIRMED OR DIDN'T SERVE",88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE",888,888,888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE","12/12/1995",375,43,86
"Burger, Warren Earl",1969,0,0,1,152,1,"01.22",99,"DC.01.07","09/17/1909",1909,215,23,215,23,5,2,0,10,25,0,0,"Schnittger, Katharine","Burger, Charles J.",33,888,888,72,1,1927,1,888,888,888,888,90,2,1931,1,"888. NOMINEE DID NOT READ LAW",888,888,888,1,"Stromberg, Elvera",1933,2,888,888,888,888,888,888,888,888,23,1931,888,888,888,888,4,23,1931,1953,777,777,777,777,74,6,1931,1948,777,777,777,777,1,0,888,888,888,888,888,888,888,888,888,888,888,888,888,12,1956,1969,888,888,888,888,888,888,888,888,888,888,1953,1956,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"05/23/1969","05/23/1969",3,13,888,888,888,888,888,888,888,888,888,888,888,888,888,13,61,46,6,888,"Warren, Earl",37,6,0.547999978065491,44.9000015258789,47.7000007629395,91,1,-0.0734999999403954,0.115000002086163,130,-1.11600005626678,124,-0.981000006198883,0.959999978542328,3,1,"06/03/1969",1,"06/03/1969",2,3,0,"06/09/1969",2,74,3,1,"888. NOMINATION NOT WITHDRAWN","06/23/1969",2223,247,11,110,72,42,0.190183997154236,489,0.374193489551544,465,0.309278398752213,194,0.432692289352417,104,0.44963139295578,407,0.666666686534882,84,0.720588207244873,68,"09/26/1986",79,1,2,"Rehnquist, William Hubbs","06/25/1995",55,51,87
"Haynsworth, Clement, Jr.",1969,1,0,0,153,1,"03.19",888,"04.03.04","10/30/1912",1912,351,40,351,40,4,5,0,6,4,0,0,"Hall, Elsie","Haynsworth, Clement Furman",20,888,888,41,2,1933,1,888,888,888,888,47,2,1936,1,"888. NOMINEE DID NOT READ LAW",888,888,888,1,"Merry, Dorothy",1946,2,13,1942,1945,13,6,888,888,888,40,1936,888,888,888,888,4,40,1936,1957,777,777,777,777,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,4,1957,1969,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"09/03/1969","09/03/1969",3,5,888,888,888,888,888,888,888,888,888,888,888,888,888,12,56,40,1,888,"Fortas, Abe",37,6,0.547999978065491,44.9000015258789,47.7000007629395,91,1,-0.0734999999403954,0.159999996423721,130,-1.11600005626678,124,-0.981000006198883,0.33500000834465,3,1,"09/16/1969",8,"10/09/1969",2,5,16,"11/21/1969",4,45,55,3,"888. NOMINATION NOT WITHDRAWN","888. NOT CONFIRMED OR DIDN'T SERVE",88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE",888,888,888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE","11/22/1989",351,40,77
"Carswell, G. Harrold",1970,1,0,0,154,1,"03.20",888,"05.14.01","12/22/1919",1919,67,10,67,10,3,5,0,6,7,0,0,"Wood, Ethel Claire","Carswell, George Henry",20,11,2,38,2,1941,1,888,888,888,888,68,2,1948,2,"888. NOMINEE DID NOT READ LAW",888,888,888,2,"Simmons, Virginia",1944,4,13,1942,1945,8,6,888,888,888,10,1948,9,1948,888,888,1,10,1948,1948,4,9,1951,1953,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,9,1,1958,1969,5,1969,1970,888,888,888,1,1953,1958,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"01/19/1970","01/19/1970",3,6,888,888,888,888,888,888,888,888,888,888,888,888,888,1,50,9,6,1,"Fortas, Abe",37,6,0.547999978065491,44.9000015258789,47.7000007629395,91,1,-0.0734999999403954,0.0399999991059303,124,-0.981000006198883,127,0.178000003099442,0.111000001430511,6,1,"01/27/1970",5,"02/16/1970",2,1,3,"04/08/1970",4,45,51,3,"888. NOMINATION NOT WITHDRAWN","888. NOT CONFIRMED OR DIDN'T SERVE",88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE",888,888,888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE","07/13/1992",60,9,72
"Blackmun, Harry Andrew",1970,1,0,1,155,1,"03.21",100,"08.05.03","11/12/1908",1908,83,13,212,23,5,3,0,9,6,0,0,"Reuter, Theo","Blackmun, Corwin",6,888,888,47,2,1929,1,888,888,888,888,47,2,1932,1,"888. NOMINEE DID NOT READ LAW",888,888,888,1,"Clark, Dorothy E.",1941,3,888,888,888,888,888,888,888,888,23,1932,888,888,888,888,4,23,1933,1950,2,23,1950,1959,74,5,1935,1941,72,5,1945,1947,2,0,888,888,888,888,888,888,888,888,888,888,888,888,888,8,1959,1970,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"04/15/1970","04/15/1970",3,9,888,888,888,888,888,888,888,888,888,888,888,888,888,11,61,23,6,888,"Fortas, Abe",37,6,0.547999978065491,44.9000015258789,47.7000007629395,91,1,-0.0734999999403954,0.115000002086163,124,-0.981000006198883,127,0.178000003099442,0.970000028610229,5,1,"04/29/1970",1,"05/06/1970",2,5,0,"05/12/1970",2,94,0,1,"888. NOMINATION NOT WITHDRAWN","06/09/1970",3054,304,10,250,105,142,0.423021614551544,695,0.621107280254364,578,0.561538517475128,260,0.61832058429718,131,0.550264596939087,567,0.674074113368988,135,0.744444370269775,90,"08/03/1994",85,1,777,"Breyer, Stephen G.","03/04/1999",387,46,90
"Powell, Lewis Franklin, Jr.",1971,1,0,1,156,1,"02.25",101,"888","09/19/1907",1907,397,46,393,46,5,5,0,10,10,0,0,"Gwathmey, Mary","Powell, Lewis F.",6,888,888,110,2,1929,1,47,6,1932,1,110,2,1931,1,"888. NOMINEE DID NOT READ LAW",888,888,888,1,"Rucker, Josephine M.",1936,4,2,1942,1946,3,6,888,888,888,46,1933,888,888,888,888,4,46,1933,1934,4,46,1955,1971,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"10/22/1971","10/22/1971",888,888,888,4,46,888,888,888,888,888,888,888,888,888,888,38,64,46,1,888,"Black, Hugo Lafayette",37,6,0.547999978065491,44.9000015258789,47.7000007629395,92,1,-0.0719999969005585,0.165000006556511,127,0.395999997854233,127,0.665000021457672,1,4,1,"11/03/1971",5,"11/23/1971",2,0,1,"12/06/1971",2,89,1,1,"888. NOMINATION NOT WITHDRAWN","01/07/1972",1995,242,12,145,108,77,0.284164905548096,461,0.402948409318924,407,0.461077809333801,167,0.51086962223053,92,0.456395298242569,344,0.590361416339874,83,0.561403512954712,57,"06/26/1987",79,1,777,"Kennedy, Anthony McLeod","08/25/1998",395,46,90
"Rehnquist, William Hubbs",1971,1,0,1,157,1,"10.07",102,"888","10/01/1924",1924,429,49,429,49,5,4,0,8,18,0,0,"Peck, Margery","Rehnquist, William B.",35,888,888,91,2,1948,1,47,2,1950,2,91,2,1952,1,"888. NOMINEE DID NOT READ LAW",888,888,888,1,"Cornell, Natalie",1953,3,2,1943,1946,16,6,2,1952,1953,3,1953,888,888,888,888,4,3,1953,1955,4,3,1960,1969,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,1969,1971,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"10/22/1971","10/22/1971",888,888,888,888,888,888,888,2,888,888,888,888,888,888,888,2,47,3,6,888,"Harlan, John Marshall (II)",37,6,0.547999978065491,44.9000015258789,47.7000007629395,92,1,-0.0719999969005585,0.0450000017881393,127,0.395999997854233,127,0.665000021457672,0.884999990463257,6,1,"11/03/1971",5,"11/23/1971",2,1,9,"12/10/1971",2,68,26,1,"888. NOMINATION NOT WITHDRAWN","01/07/1972",1942,230,12,215,31,41,0.140515193343163,427,0.241206005215645,398,0.181250005960464,160,0.488636404275894,88,0.434902995824814,361,0.291139185428619,79,0.625,56,"09/26/1986",61,5,8,"Scalia, Antonin","09/03/2005",55,51,80
